turn,assassin,algorithm,data,seed
8,False,1,path_sim_mat_dblp_10k.npz,442534930
5,False,1,path_sim_mat_dblp_10k.npz,2098806757
4,False,1,path_sim_mat_dblp_10k.npz,1815901584
5,True,1,path_sim_mat_dblp_10k.npz,34689963
3,True,1,path_sim_mat_dblp_10k.npz,1084434211
4,True,1,path_sim_mat_dblp_10k.npz,455109878
6,True,1,path_sim_mat_dblp_10k.npz,1188377393
5,False,1,path_sim_mat_dblp_10k.npz,1670134487
5,False,1,path_sim_mat_dblp_10k.npz,1467061403
4,True,1,path_sim_mat_dblp_10k.npz,43082841
6,False,1,path_sim_mat_dblp_10k.npz,24284828
2,True,1,path_sim_mat_dblp_10k.npz,93738666
7,False,1,path_sim_mat_dblp_10k.npz,250466576
7,False,1,path_sim_mat_dblp_10k.npz,600512778
6,False,1,path_sim_mat_dblp_10k.npz,921210117
2,True,1,path_sim_mat_dblp_10k.npz,1086472314
2,True,1,path_sim_mat_dblp_10k.npz,1646735644
5,False,1,path_sim_mat_dblp_10k.npz,476007277
6,False,1,path_sim_mat_dblp_10k.npz,1675439592
6,True,1,path_sim_mat_dblp_10k.npz,1841833237
1,True,1,path_sim_mat_dblp_10k.npz,2136219379
8,False,1,path_sim_mat_dblp_10k.npz,1156651681
6,True,1,path_sim_mat_dblp_10k.npz,804732153
4,True,1,path_sim_mat_dblp_10k.npz,1015091541
8,False,1,path_sim_mat_dblp_10k.npz,277373486
7,False,1,path_sim_mat_dblp_10k.npz,1179816263
9,False,1,path_sim_mat_dblp_10k.npz,2137834338
7,False,1,path_sim_mat_dblp_10k.npz,1262847934
8,False,1,path_sim_mat_dblp_10k.npz,1653815777
5,True,1,path_sim_mat_dblp_10k.npz,1619000508
2,True,1,path_sim_mat_dblp_10k.npz,1092303407
7,True,1,path_sim_mat_dblp_10k.npz,349235756
7,True,1,path_sim_mat_dblp_10k.npz,629157348
5,True,1,path_sim_mat_dblp_10k.npz,1633539453
6,True,1,path_sim_mat_dblp_10k.npz,1902963986
5,False,1,wup_sim_mat_wiki_5k.npz,770092320
6,False,1,wup_sim_mat_wiki_5k.npz,55389075
5,False,1,wup_sim_mat_wiki_5k.npz,1785496794
4,False,1,wup_sim_mat_wiki_5k.npz,1185936083
5,False,1,wup_sim_mat_wiki_5k.npz,1842802707
7,False,1,wup_sim_mat_wiki_5k.npz,1360347240
6,True,1,wup_sim_mat_wiki_5k.npz,650080138
5,False,1,wup_sim_mat_wiki_5k.npz,1960837571
7,False,1,wup_sim_mat_wiki_5k.npz,1303596485
6,True,1,wup_sim_mat_wiki_5k.npz,543715726
5,False,1,wup_sim_mat_wiki_5k.npz,814889278
6,False,1,wup_sim_mat_wiki_5k.npz,1484568919
5,False,1,wup_sim_mat_wiki_5k.npz,2010373652
6,False,1,wup_sim_mat_wiki_5k.npz,961657979
4,False,1,wup_sim_mat_wiki_5k.npz,538801778
2,True,1,wup_sim_mat_wiki_5k.npz,378221467
5,False,1,wup_sim_mat_wiki_5k.npz,1121383919
5,False,1,wup_sim_mat_wiki_5k.npz,18911791
6,False,1,wup_sim_mat_wiki_5k.npz,2061531283
5,False,1,wup_sim_mat_wiki_5k.npz,90857779
4,True,1,wup_sim_mat_wiki_5k.npz,1065747618
7,False,1,wup_sim_mat_wiki_5k.npz,2112452858
6,False,1,wup_sim_mat_wiki_5k.npz,67685007
2,True,1,wup_sim_mat_wiki_5k.npz,1764562798
4,False,1,wup_sim_mat_wiki_5k.npz,482867121
4,False,1,wup_sim_mat_wiki_5k.npz,524848223
7,False,1,wup_sim_mat_wiki_5k.npz,706337603
3,False,1,wup_sim_mat_wiki_5k.npz,1693242387
7,False,1,wup_sim_mat_wiki_5k.npz,2092081795
8,True,1,wup_sim_mat_wiki_5k.npz,1847533326
8,False,1,wup_sim_mat_wiki_5k.npz,742442534
6,False,1,wup_sim_mat_wiki_5k.npz,38733593
6,False,1,wup_sim_mat_wiki_5k.npz,1186652002
5,False,1,wup_sim_mat_wiki_5k.npz,2012589617
6,False,1,wup_sim_mat_wiki_5k.npz,137078513
5,True,1,wup_sim_mat_wiki_5k.npz,658885620
5,False,1,wup_sim_mat_wiki_5k.npz,433667409
6,False,1,wup_sim_mat_wiki_5k.npz,1510969428
6,False,1,wup_sim_mat_wiki_5k.npz,1920859511
5,False,1,wup_sim_mat_wiki_5k.npz,1607771182
6,False,1,wup_sim_mat_wiki_5k.npz,452659993
5,False,1,wup_sim_mat_wiki_5k.npz,174516600
6,False,1,wup_sim_mat_wiki_5k.npz,1056038324
5,False,1,wup_sim_mat_wiki_5k.npz,1877948358
5,False,1,wup_sim_mat_wiki_5k.npz,141768575
5,False,1,wup_sim_mat_wiki_5k.npz,1113488962
6,False,1,wup_sim_mat_wiki_5k.npz,2028196093
3,True,1,wup_sim_mat_wiki_5k.npz,1634615982
9,False,1,wup_sim_mat_wiki_5k.npz,1190870742
6,False,1,wup_sim_mat_wiki_5k.npz,41619729
4,True,1,wup_sim_mat_wiki_5k.npz,1291731380
5,False,1,wup_sim_mat_wiki_5k.npz,1101495654
4,False,1,wup_sim_mat_wiki_5k.npz,361428133
5,False,1,wup_sim_mat_wiki_5k.npz,359203464
6,False,1,wup_sim_mat_wiki_5k.npz,1053439584
4,True,1,wup_sim_mat_wiki_5k.npz,2131677087
6,False,1,wup_sim_mat_wiki_5k.npz,239555491
5,False,1,wup_sim_mat_wiki_5k.npz,968950581
6,False,1,wup_sim_mat_wiki_5k.npz,1058163447
6,False,1,wup_sim_mat_wiki_5k.npz,347685507
5,False,1,wup_sim_mat_wiki_5k.npz,684087796
6,False,1,wup_sim_mat_wiki_5k.npz,979594228
8,False,1,wup_sim_mat_wiki_5k.npz,643997816
7,False,1,wup_sim_mat_wiki_5k.npz,1481957607
5,False,1,wup_sim_mat_wiki_5k.npz,91853617
5,False,1,wup_sim_mat_wiki_5k.npz,442534930
7,False,1,wup_sim_mat_wiki_5k.npz,2098806757
1,True,1,wup_sim_mat_wiki_5k.npz,1815901584
6,False,1,wup_sim_mat_wiki_5k.npz,34689963
5,False,1,wup_sim_mat_wiki_5k.npz,1084434211
5,False,1,wup_sim_mat_wiki_5k.npz,455109878
7,False,1,wup_sim_mat_wiki_5k.npz,1188377393
4,False,1,wup_sim_mat_wiki_5k.npz,1670134487
5,False,1,wup_sim_mat_wiki_5k.npz,1467061403
6,False,1,wup_sim_mat_wiki_5k.npz,43082841
6,False,1,wup_sim_mat_wiki_5k.npz,24284828
6,False,1,wup_sim_mat_wiki_5k.npz,93738666
7,False,1,wup_sim_mat_wiki_5k.npz,250466576
7,False,1,wup_sim_mat_wiki_5k.npz,600512778
6,False,1,wup_sim_mat_wiki_5k.npz,921210117
4,True,1,wup_sim_mat_wiki_5k.npz,1086472314
3,False,1,wup_sim_mat_wiki_5k.npz,1646735644
5,False,1,wup_sim_mat_wiki_5k.npz,476007277
5,False,1,wup_sim_mat_wiki_5k.npz,1675439592
6,False,1,wup_sim_mat_wiki_5k.npz,1841833237
3,True,1,wup_sim_mat_wiki_5k.npz,2136219379
6,False,1,wup_sim_mat_wiki_5k.npz,1156651681
5,False,1,wup_sim_mat_wiki_5k.npz,804732153
6,False,1,wup_sim_mat_wiki_5k.npz,1015091541
5,False,1,wup_sim_mat_wiki_5k.npz,277373486
7,True,1,wup_sim_mat_wiki_5k.npz,1179816263
7,False,1,wup_sim_mat_wiki_5k.npz,2137834338
5,False,1,wup_sim_mat_wiki_5k.npz,1262847934
4,False,1,wup_sim_mat_wiki_5k.npz,1653815777
7,False,1,wup_sim_mat_wiki_5k.npz,1619000508
4,False,1,wup_sim_mat_wiki_5k.npz,1092303407
6,False,1,wup_sim_mat_wiki_5k.npz,349235756
6,False,1,wup_sim_mat_wiki_5k.npz,629157348
4,False,1,wup_sim_mat_wiki_5k.npz,1633539453
6,False,1,wup_sim_mat_wiki_5k.npz,1902963986
10,False,1,cosine_sim_mat_dblp_10k.npz,770092320
8,False,1,cosine_sim_mat_dblp_10k.npz,55389075
9,False,1,cosine_sim_mat_dblp_10k.npz,1785496794
6,False,1,cosine_sim_mat_dblp_10k.npz,1185936083
7,False,1,cosine_sim_mat_dblp_10k.npz,1842802707
8,False,1,cosine_sim_mat_dblp_10k.npz,1360347240
7,False,1,cosine_sim_mat_dblp_10k.npz,650080138
6,False,1,cosine_sim_mat_dblp_10k.npz,1960837571
5,False,1,cosine_sim_mat_dblp_10k.npz,1303596485
7,False,1,cosine_sim_mat_dblp_10k.npz,543715726
7,False,1,cosine_sim_mat_dblp_10k.npz,814889278
7,False,1,cosine_sim_mat_dblp_10k.npz,1484568919
6,False,1,cosine_sim_mat_dblp_10k.npz,2010373652
7,False,1,cosine_sim_mat_dblp_10k.npz,961657979
5,False,1,cosine_sim_mat_dblp_10k.npz,538801778
5,False,1,cosine_sim_mat_dblp_10k.npz,378221467
5,False,1,cosine_sim_mat_dblp_10k.npz,1121383919
6,False,1,cosine_sim_mat_dblp_10k.npz,18911791
9,False,1,cosine_sim_mat_dblp_10k.npz,2061531283
7,False,1,cosine_sim_mat_dblp_10k.npz,90857779
8,False,1,cosine_sim_mat_dblp_10k.npz,1065747618
5,False,1,cosine_sim_mat_dblp_10k.npz,2112452858
8,False,1,cosine_sim_mat_dblp_10k.npz,67685007
6,False,1,cosine_sim_mat_dblp_10k.npz,1764562798
6,False,1,cosine_sim_mat_dblp_10k.npz,482867121
6,False,1,cosine_sim_mat_dblp_10k.npz,524848223
7,False,1,cosine_sim_mat_dblp_10k.npz,706337603
7,False,1,cosine_sim_mat_dblp_10k.npz,1693242387
7,False,1,cosine_sim_mat_dblp_10k.npz,2092081795
9,False,1,cosine_sim_mat_dblp_10k.npz,1847533326
8,False,1,cosine_sim_mat_dblp_10k.npz,742442534
7,False,1,cosine_sim_mat_dblp_10k.npz,38733593
10,False,1,cosine_sim_mat_dblp_10k.npz,1186652002
6,False,1,cosine_sim_mat_dblp_10k.npz,2012589617
8,False,1,cosine_sim_mat_dblp_10k.npz,137078513
10,False,1,cosine_sim_mat_dblp_10k.npz,658885620
5,False,1,cosine_sim_mat_dblp_10k.npz,433667409
5,False,1,cosine_sim_mat_dblp_10k.npz,1510969428
7,False,1,cosine_sim_mat_dblp_10k.npz,1920859511
9,False,1,cosine_sim_mat_dblp_10k.npz,1607771182
7,False,1,cosine_sim_mat_dblp_10k.npz,452659993
5,False,1,cosine_sim_mat_dblp_10k.npz,174516600
7,False,1,cosine_sim_mat_dblp_10k.npz,1056038324
6,False,1,cosine_sim_mat_dblp_10k.npz,1877948358
8,False,1,cosine_sim_mat_dblp_10k.npz,141768575
7,False,1,cosine_sim_mat_dblp_10k.npz,1113488962
6,False,1,cosine_sim_mat_dblp_10k.npz,2028196093
8,False,1,cosine_sim_mat_dblp_10k.npz,1634615982
6,False,1,cosine_sim_mat_dblp_10k.npz,1190870742
7,False,1,cosine_sim_mat_dblp_10k.npz,41619729
8,False,1,cosine_sim_mat_dblp_10k.npz,1291731380
6,False,1,cosine_sim_mat_dblp_10k.npz,1101495654
8,False,1,cosine_sim_mat_dblp_10k.npz,361428133
7,False,1,cosine_sim_mat_dblp_10k.npz,359203464
7,False,1,cosine_sim_mat_dblp_10k.npz,1053439584
9,False,1,cosine_sim_mat_dblp_10k.npz,2131677087
6,False,1,cosine_sim_mat_dblp_10k.npz,239555491
7,False,1,cosine_sim_mat_dblp_10k.npz,968950581
5,False,1,cosine_sim_mat_dblp_10k.npz,1058163447
5,False,1,cosine_sim_mat_dblp_10k.npz,347685507
5,False,1,cosine_sim_mat_dblp_10k.npz,684087796
7,False,1,cosine_sim_mat_dblp_10k.npz,979594228
9,False,1,cosine_sim_mat_dblp_10k.npz,643997816
7,False,1,cosine_sim_mat_dblp_10k.npz,1481957607
5,False,1,cosine_sim_mat_dblp_10k.npz,91853617
6,False,1,cosine_sim_mat_dblp_10k.npz,442534930
8,False,1,cosine_sim_mat_dblp_10k.npz,2098806757
7,False,1,cosine_sim_mat_dblp_10k.npz,1815901584
7,False,1,cosine_sim_mat_dblp_10k.npz,34689963
6,False,1,cosine_sim_mat_dblp_10k.npz,1084434211
7,False,1,cosine_sim_mat_dblp_10k.npz,455109878
6,False,1,cosine_sim_mat_dblp_10k.npz,1188377393
8,False,1,cosine_sim_mat_dblp_10k.npz,1670134487
8,False,1,cosine_sim_mat_dblp_10k.npz,1467061403
7,False,1,cosine_sim_mat_dblp_10k.npz,43082841
6,False,1,cosine_sim_mat_dblp_10k.npz,24284828
8,False,1,cosine_sim_mat_dblp_10k.npz,93738666
7,False,1,cosine_sim_mat_dblp_10k.npz,250466576
7,False,1,cosine_sim_mat_dblp_10k.npz,600512778
5,False,1,cosine_sim_mat_dblp_10k.npz,921210117
7,False,1,cosine_sim_mat_dblp_10k.npz,1086472314
6,False,1,cosine_sim_mat_dblp_10k.npz,1646735644
7,False,1,cosine_sim_mat_dblp_10k.npz,476007277
7,False,1,cosine_sim_mat_dblp_10k.npz,1675439592
5,False,1,cosine_sim_mat_dblp_10k.npz,1841833237
5,False,1,cosine_sim_mat_dblp_10k.npz,2136219379
6,False,1,cosine_sim_mat_dblp_10k.npz,1156651681
9,False,1,cosine_sim_mat_dblp_10k.npz,804732153
7,False,1,cosine_sim_mat_dblp_10k.npz,1015091541
10,False,1,cosine_sim_mat_dblp_10k.npz,277373486
6,False,1,cosine_sim_mat_dblp_10k.npz,1179816263
7,False,1,cosine_sim_mat_dblp_10k.npz,2137834338
8,False,1,cosine_sim_mat_dblp_10k.npz,1262847934
5,False,1,cosine_sim_mat_dblp_10k.npz,1653815777
6,False,1,cosine_sim_mat_dblp_10k.npz,1619000508
7,False,1,cosine_sim_mat_dblp_10k.npz,1092303407
5,False,1,cosine_sim_mat_dblp_10k.npz,349235756
8,False,1,cosine_sim_mat_dblp_10k.npz,629157348
6,False,1,cosine_sim_mat_dblp_10k.npz,1633539453
6,False,1,cosine_sim_mat_dblp_10k.npz,1902963986
7,False,1,cosine_sim_mat_dblp_30k.npz,770092320
8,False,1,cosine_sim_mat_dblp_30k.npz,55389075
9,False,1,cosine_sim_mat_dblp_30k.npz,1785496794
6,False,1,cosine_sim_mat_dblp_30k.npz,1185936083
7,False,1,cosine_sim_mat_dblp_30k.npz,1842802707
8,False,1,cosine_sim_mat_dblp_30k.npz,1360347240
6,False,1,cosine_sim_mat_dblp_30k.npz,650080138
6,False,1,cosine_sim_mat_dblp_30k.npz,1960837571
5,False,1,cosine_sim_mat_dblp_30k.npz,1303596485
7,False,1,cosine_sim_mat_dblp_30k.npz,543715726
7,False,1,cosine_sim_mat_dblp_30k.npz,814889278
7,False,1,cosine_sim_mat_dblp_30k.npz,1484568919
6,False,1,cosine_sim_mat_dblp_30k.npz,2010373652
7,False,1,cosine_sim_mat_dblp_30k.npz,961657979
5,False,1,cosine_sim_mat_dblp_30k.npz,538801778
5,False,1,cosine_sim_mat_dblp_30k.npz,378221467
5,False,1,cosine_sim_mat_dblp_30k.npz,1121383919
6,False,1,cosine_sim_mat_dblp_30k.npz,18911791
9,False,1,cosine_sim_mat_dblp_30k.npz,2061531283
6,False,1,cosine_sim_mat_dblp_30k.npz,90857779
8,False,1,cosine_sim_mat_dblp_30k.npz,1065747618
8,False,1,cosine_sim_mat_dblp_30k.npz,2112452858
8,False,1,cosine_sim_mat_dblp_30k.npz,67685007
6,False,1,cosine_sim_mat_dblp_30k.npz,1764562798
4,False,1,cosine_sim_mat_dblp_30k.npz,482867121
6,False,1,cosine_sim_mat_dblp_30k.npz,524848223
7,False,1,cosine_sim_mat_dblp_30k.npz,706337603
7,False,1,cosine_sim_mat_dblp_30k.npz,1693242387
7,False,1,cosine_sim_mat_dblp_30k.npz,2092081795
9,False,1,cosine_sim_mat_dblp_30k.npz,1847533326
8,False,1,cosine_sim_mat_dblp_30k.npz,742442534
7,False,1,cosine_sim_mat_dblp_30k.npz,38733593
10,False,1,cosine_sim_mat_dblp_30k.npz,1186652002
7,False,1,cosine_sim_mat_dblp_30k.npz,2012589617
8,False,1,cosine_sim_mat_dblp_30k.npz,137078513
10,False,1,cosine_sim_mat_dblp_30k.npz,658885620
5,False,1,cosine_sim_mat_dblp_30k.npz,433667409
5,False,1,cosine_sim_mat_dblp_30k.npz,1510969428
7,False,1,cosine_sim_mat_dblp_30k.npz,1920859511
8,False,1,cosine_sim_mat_dblp_30k.npz,1607771182
8,False,1,cosine_sim_mat_dblp_30k.npz,452659993
5,False,1,cosine_sim_mat_dblp_30k.npz,174516600
7,False,1,cosine_sim_mat_dblp_30k.npz,1056038324
6,False,1,cosine_sim_mat_dblp_30k.npz,1877948358
8,False,1,cosine_sim_mat_dblp_30k.npz,141768575
7,False,1,cosine_sim_mat_dblp_30k.npz,1113488962
5,False,1,cosine_sim_mat_dblp_30k.npz,2028196093
7,False,1,cosine_sim_mat_dblp_30k.npz,1634615982
6,False,1,cosine_sim_mat_dblp_30k.npz,1190870742
7,False,1,cosine_sim_mat_dblp_30k.npz,41619729
8,False,1,cosine_sim_mat_dblp_30k.npz,1291731380
6,False,1,cosine_sim_mat_dblp_30k.npz,1101495654
8,False,1,cosine_sim_mat_dblp_30k.npz,361428133
6,False,1,cosine_sim_mat_dblp_30k.npz,359203464
7,False,1,cosine_sim_mat_dblp_30k.npz,1053439584
8,False,1,cosine_sim_mat_dblp_30k.npz,2131677087
6,False,1,cosine_sim_mat_dblp_30k.npz,239555491
7,False,1,cosine_sim_mat_dblp_30k.npz,968950581
5,False,1,cosine_sim_mat_dblp_30k.npz,1058163447
5,False,1,cosine_sim_mat_dblp_30k.npz,347685507
7,False,1,cosine_sim_mat_dblp_30k.npz,684087796
7,False,1,cosine_sim_mat_dblp_30k.npz,979594228
7,False,1,cosine_sim_mat_dblp_30k.npz,643997816
7,False,1,cosine_sim_mat_dblp_30k.npz,1481957607
8,False,1,cosine_sim_mat_dblp_30k.npz,91853617
6,False,1,cosine_sim_mat_dblp_30k.npz,442534930
9,False,1,cosine_sim_mat_dblp_30k.npz,2098806757
7,False,1,cosine_sim_mat_dblp_30k.npz,1815901584
7,False,1,cosine_sim_mat_dblp_30k.npz,34689963
6,False,1,cosine_sim_mat_dblp_30k.npz,1084434211
7,False,1,cosine_sim_mat_dblp_30k.npz,455109878
6,False,1,cosine_sim_mat_dblp_30k.npz,1188377393
8,False,1,cosine_sim_mat_dblp_30k.npz,1670134487
7,False,1,cosine_sim_mat_dblp_30k.npz,1467061403
7,False,1,cosine_sim_mat_dblp_30k.npz,43082841
6,False,1,cosine_sim_mat_dblp_30k.npz,24284828
6,False,1,cosine_sim_mat_dblp_30k.npz,93738666
8,False,1,cosine_sim_mat_dblp_30k.npz,250466576
7,False,1,cosine_sim_mat_dblp_30k.npz,600512778
6,False,1,cosine_sim_mat_dblp_30k.npz,921210117
7,False,1,cosine_sim_mat_dblp_30k.npz,1086472314
6,False,1,cosine_sim_mat_dblp_30k.npz,1646735644
8,False,1,cosine_sim_mat_dblp_30k.npz,476007277
7,False,1,cosine_sim_mat_dblp_30k.npz,1675439592
5,False,1,cosine_sim_mat_dblp_30k.npz,1841833237
7,False,1,cosine_sim_mat_dblp_30k.npz,2136219379
6,False,1,cosine_sim_mat_dblp_30k.npz,1156651681
9,False,1,cosine_sim_mat_dblp_30k.npz,804732153
6,False,1,cosine_sim_mat_dblp_30k.npz,1015091541
8,False,1,cosine_sim_mat_dblp_30k.npz,277373486
7,False,1,cosine_sim_mat_dblp_30k.npz,1179816263
7,False,1,cosine_sim_mat_dblp_30k.npz,2137834338
8,False,1,cosine_sim_mat_dblp_30k.npz,1262847934
6,False,1,cosine_sim_mat_dblp_30k.npz,1653815777
6,False,1,cosine_sim_mat_dblp_30k.npz,1619000508
7,False,1,cosine_sim_mat_dblp_30k.npz,1092303407
6,False,1,cosine_sim_mat_dblp_30k.npz,349235756
7,False,1,cosine_sim_mat_dblp_30k.npz,629157348
7,False,1,cosine_sim_mat_dblp_30k.npz,1633539453
6,False,1,cosine_sim_mat_dblp_30k.npz,1902963986
8,False,1,cosine_sim_mat_wiki_3k.npz,770092320
5,False,1,cosine_sim_mat_wiki_3k.npz,55389075
8,False,1,cosine_sim_mat_wiki_3k.npz,1785496794
6,False,1,cosine_sim_mat_wiki_3k.npz,1185936083
6,False,1,cosine_sim_mat_wiki_3k.npz,1842802707
7,False,1,cosine_sim_mat_wiki_3k.npz,1360347240
6,False,1,cosine_sim_mat_wiki_3k.npz,650080138
6,False,1,cosine_sim_mat_wiki_3k.npz,1960837571
4,False,1,cosine_sim_mat_wiki_3k.npz,1303596485
8,False,1,cosine_sim_mat_wiki_3k.npz,543715726
5,False,1,cosine_sim_mat_wiki_3k.npz,814889278
5,False,1,cosine_sim_mat_wiki_3k.npz,1484568919
6,True,1,cosine_sim_mat_wiki_3k.npz,2010373652
4,False,1,cosine_sim_mat_wiki_3k.npz,961657979
7,False,1,cosine_sim_mat_wiki_3k.npz,538801778
6,False,1,cosine_sim_mat_wiki_3k.npz,378221467
5,False,1,cosine_sim_mat_wiki_3k.npz,1121383919
6,False,1,cosine_sim_mat_wiki_3k.npz,18911791
5,False,1,cosine_sim_mat_wiki_3k.npz,2061531283
8,False,1,cosine_sim_mat_wiki_3k.npz,90857779
5,True,1,cosine_sim_mat_wiki_3k.npz,1065747618
5,False,1,cosine_sim_mat_wiki_3k.npz,2112452858
8,False,1,cosine_sim_mat_wiki_3k.npz,67685007
7,False,1,cosine_sim_mat_wiki_3k.npz,1764562798
5,False,1,cosine_sim_mat_wiki_3k.npz,482867121
9,False,1,cosine_sim_mat_wiki_3k.npz,524848223
6,False,1,cosine_sim_mat_wiki_3k.npz,706337603
6,False,1,cosine_sim_mat_wiki_3k.npz,1693242387
7,False,1,cosine_sim_mat_wiki_3k.npz,2092081795
7,False,1,cosine_sim_mat_wiki_3k.npz,1847533326
9,False,1,cosine_sim_mat_wiki_3k.npz,742442534
7,False,1,cosine_sim_mat_wiki_3k.npz,38733593
7,False,1,cosine_sim_mat_wiki_3k.npz,1186652002
6,False,1,cosine_sim_mat_wiki_3k.npz,2012589617
9,False,1,cosine_sim_mat_wiki_3k.npz,137078513
8,False,1,cosine_sim_mat_wiki_3k.npz,658885620
6,False,1,cosine_sim_mat_wiki_3k.npz,433667409
9,False,1,cosine_sim_mat_wiki_3k.npz,1510969428
4,False,1,cosine_sim_mat_wiki_3k.npz,1920859511
4,False,1,cosine_sim_mat_wiki_3k.npz,1607771182
7,False,1,cosine_sim_mat_wiki_3k.npz,452659993
5,False,1,cosine_sim_mat_wiki_3k.npz,174516600
6,False,1,cosine_sim_mat_wiki_3k.npz,1056038324
4,False,1,cosine_sim_mat_wiki_3k.npz,1877948358
7,False,1,cosine_sim_mat_wiki_3k.npz,141768575
8,False,1,cosine_sim_mat_wiki_3k.npz,1113488962
7,False,1,cosine_sim_mat_wiki_3k.npz,2028196093
5,False,1,cosine_sim_mat_wiki_3k.npz,1634615982
6,False,1,cosine_sim_mat_wiki_3k.npz,1190870742
5,False,1,cosine_sim_mat_wiki_3k.npz,41619729
6,False,1,cosine_sim_mat_wiki_3k.npz,1291731380
5,False,1,cosine_sim_mat_wiki_3k.npz,1101495654
7,False,1,cosine_sim_mat_wiki_3k.npz,361428133
5,False,1,cosine_sim_mat_wiki_3k.npz,359203464
5,False,1,cosine_sim_mat_wiki_3k.npz,1053439584
5,False,1,cosine_sim_mat_wiki_3k.npz,2131677087
5,False,1,cosine_sim_mat_wiki_3k.npz,239555491
6,False,1,cosine_sim_mat_wiki_3k.npz,968950581
9,False,1,cosine_sim_mat_wiki_3k.npz,1058163447
9,False,1,cosine_sim_mat_wiki_3k.npz,347685507
4,False,1,cosine_sim_mat_wiki_3k.npz,684087796
7,False,1,cosine_sim_mat_wiki_3k.npz,979594228
6,False,1,cosine_sim_mat_wiki_3k.npz,643997816
3,False,1,cosine_sim_mat_wiki_3k.npz,1481957607
4,False,1,cosine_sim_mat_wiki_3k.npz,91853617
7,False,1,cosine_sim_mat_wiki_3k.npz,442534930
5,False,1,cosine_sim_mat_wiki_3k.npz,2098806757
